avoid_mutual_ex, sectioned, 0, 15000, 10000, 1,  1.263222e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 2,  5.032885e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 4,  3.448051e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 8,  1.931832e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 16,  9.464442e-02 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 32,  6.677966e-02 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 1,  1.263506e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 2,  4.952968e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 4,  3.498762e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 8,  2.017655e-01 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 16,  9.148908e-02 
avoid_mutual_ex, sectioned, 0, 15000, 10000, 32,  7.116817e-02 
